model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
7585,2017,17995,1,32030,1,145,54.3,2.0
7079,2017,11499,1,11091,0,145,60.1,1.0
7073,2016,12599,1,12531,0,145,47.9,1.6
7073,2017,11999,1,27616,0,145,47.9,1.6
7073,2018,12499,0,14773,0,145,54.3,1.0
7079,2017,10999,1,25331,0,145,60.1,1.0
7585,2015,9499,1,67947,1,125,60.1,2.0
7073,2018,11699,1,16175,0,145,65.7,1.0
7079,2018,13870,1,9446,0,145,58.9,1.0
7079,2018,11640,1,29546,0,150,57.7,1.0
7073,2018,9445,2,63803,0,145,48.7,1.0
7585,2018,14199,2,24694,1,145,58.9,1.5
7585,2016,15699,1,22705,1,125,60.1,2.0
7585,2019,23199,0,11194,1,145,38.7,2.0
7073,2016,9199,1,31021,0,0,65.7,1.0
7073,2017,8991,1,16081,0,145,54.3,1.2
7073,2018,13491,0,3531,0,145,48.7,1.0
7073,2014,8295,1,50496,0,145,47.9,1.6
6967,2019,15995,1,4357,0,145,53.3,1.0
7585,2018,19333,0,13940,1,145,58.9,1.5
7073,2018,13991,1,13456,0,145,62.8,1.0
7079,2018,13289,1,22058,0,145,57.7,1.0
7079,2018,11689,1,20827,0,145,60.1,1.0
7079,2018,13491,1,15919,0,145,57.7,1.0
7073,2018,11180,1,17373,0,145,56.5,1.0
7073,2017,9690,1,52204,0,145,65.7,1.0
7079,2017,11695,0,22804,0,125,51.4,1.0
7079,2016,10795,0,2903,0,160,44.8,1.6
7585,2017,14000,2,14722,0,235,38.2,1.5
7073,2017,10000,1,15438,0,145,65.7,1.0
7073,2017,7299,1,45688,0,0,65.7,1.0
7073,2017,10499,1,18077,0,145,62.8,1.0
7073,2014,6995,1,51176,0,0,65.7,1.0
7073,2018,12995,1,14806,0,150,62.8,1.0
7073,2018,10795,1,19901,0,150,65.7,1.0
7585,2018,18491,1,28694,1,150,39.2,2.0
7073,2017,11991,1,11846,0,0,65.7,1.0
7073,2017,10495,1,18085,0,150,65.7,1.0
6967,2018,15491,1,6865,1,145,58.9,1.5
7073,2018,10999,1,8968,0,145,55.4,1.1
7073,2019,13889,1,8653,0,145,58.9,1.0
7079,2015,9390,0,16370,0,160,44.8,1.6
7073,2017,8902,1,19043,0,0,65.7,1.0
7585,2017,16490,2,12812,0,235,38.2,1.5
7585,2017,15500,1,21394,1,145,60.1,2.0
7073,2017,9491,1,19447,0,145,65.7,1.0
7073,2014,6491,1,36677,0,30,54.3,1.2
7079,2018,11795,1,20611,0,150,61.4,1.0
7073,2018,11995,1,17729,0,150,65.7,1.0
7073,2017,9795,1,27806,0,150,65.7,1.0
7079,2017,10689,1,26058,1,145,74.3,1.5
7073,2018,11885,1,11542,0,145,56.5,1.0
7585,2015,13250,1,32748,1,145,54.3,2.0
7079,2018,20991,1,6833,0,145,41.5,2.0
7585,2017,18491,2,24801,1,145,54.3,2.0
6967,2017,11500,1,10126,0,145,52.3,1.0
7585,2017,17595,0,18066,1,145,54.3,2.0
7073,2018,10150,1,7316,0,145,65.7,1.0
6967,2019,16491,1,6500,0,145,51.4,1.0
7585,2018,16222,1,17036,1,145,60.1,2.0
6967,2018,14250,1,11487,0,145,54.3,1.0
7079,2019,17389,2,10898,0,145,42.8,1.0
6967,2019,16666,1,6378,0,145,51.4,1.0
6967,2017,10333,1,14219,0,145,52.3,1.0
7073,2018,10795,1,10266,0,145,55.4,1.1
7079,2018,13289,1,22058,0,145,57.7,1.0
7073,2018,12995,1,14806,0,150,62.8,1.0
7079,2018,13491,1,15919,0,145,57.7,1.0
6967,2019,15995,1,4357,0,145,53.3,1.0
7079,2018,18689,1,14277,1,145,67.3,2.0
7079,2018,12791,1,16565,0,145,60.1,1.0
6967,2019,16666,1,6378,0,145,51.4,1.0
7079,2018,13150,0,14346,0,145,51.4,1.0
7585,2019,21222,1,9000,1,145,39.2,2.0
7073,2019,14888,1,6000,0,145,58.9,1.0
6967,2019,16491,1,6500,0,145,51.4,1.0
7073,2019,13333,1,11906,0,145,58.9,1.0
6967,2018,16333,1,3469,0,145,51.4,1.0
7585,2018,19333,0,13940,1,145,58.9,1.5
7585,2018,19000,1,17011,1,145,54.3,2.0
7079,2018,18689,1,14277,1,145,67.3,2.0
7079,2018,12791,1,16565,0,145,60.1,1.0
7079,2019,17991,1,6682,0,145,48.7,1.0
7079,2018,16000,1,12898,1,145,74.3,1.5
7079,2018,19444,2,8000,1,145,64.2,2.0
7079,2019,20795,2,7000,1,145,64.2,2.0
7073,2018,10491,1,14128,0,145,55.4,1.1
7073,2018,10795,1,13597,0,145,55.4,1.1
7073,2018,10795,1,10266,0,145,55.4,1.1
7073,2017,14295,1,15699,0,145,47.9,1.6
7585,2018,16789,1,26956,0,145,45.6,1.5
7073,2018,10679,1,9820,0,150,58.9,1.0
7585,2018,16222,1,17036,1,145,60.1,2.0
7585,2017,18491,0,24801,1,145,54.3,2.0
6967,2017,11500,1,10126,0,145,52.3,1.0
7585,2017,17595,0,18066,1,145,54.3,2.0
7073,2018,13491,0,3531,0,145,48.7,1.0
7073,2018,13991,1,13456,0,145,62.8,1.0
7073,2017,14295,1,15699,0,145,47.9,1.6
7073,2014,8295,1,50496,0,145,47.9,1.6
7079,2016,9270,1,16327,1,0,83.1,1.5
7073,2013,6820,1,38641,0,0,65.7,1.0
7079,2013,6370,1,50223,0,30,56.5,1.0
7079,2018,13441,1,16117,1,150,74.3,1.5
7079,2015,7141,1,67680,1,20,67.3,1.6
7079,2015,7660,1,45878,1,0,74.3,1.5
7073,2015,7641,1,22480,0,0,65.7,1.0
7585,2016,12490,0,39621,1,145,52.3,2.0
7073,2017,10750,2,11108,0,0,57.7,1.0
6967,2017,10240,1,32399,0,125,52.3,1.0
7073,2017,8150,1,15987,0,145,54.3,1.2
7073,2017,10160,1,8525,0,0,65.7,1.0
7079,2017,18900,1,12811,0,200,41.5,2.0
7073,2017,9350,1,38720,0,20,62.8,1.0
7073,2016,10940,0,8833,0,0,57.7,1.0
6967,2019,17590,0,1576,0,145,45.6,1.0
7079,2018,17997,1,15336,0,145,41.5,2.0
7073,2017,7490,1,53786,0,0,65.7,1.0
6967,2017,9200,1,17166,0,125,52.3,1.0
7585,2017,16507,1,21184,1,145,54.3,2.0
7073,2017,11350,1,3833,0,150,65.7,1.0
7585,2017,16991,0,16643,1,150,54.3,2.0
7079,2019,18140,1,4577,1,145,61.4,1.5
7585,2019,21300,0,18333,1,145,42.2,2.0
7585,2019,21970,1,9455,1,145,47.9,2.0
7079,2019,14491,1,7588,0,145,60.1,1.0
7079,2019,15260,1,11301,0,145,60.1,1.0
7079,2019,15440,1,10613,0,145,60.1,1.0
7079,2019,14730,1,3803,0,145,58.9,1.0
7079,2019,18910,1,11167,0,145,58.9,1.0
7079,2019,13491,1,3915,0,145,60.1,1.0
7079,2019,15420,1,5447,0,145,60.1,1.0
7079,2019,15860,1,4265,0,145,60.1,1.0
7073,2013,5840,1,60088,0,0,65.7,1.0
7073,2017,10100,1,15233,0,145,65.7,1.0
7585,2019,17991,1,151,1,145,38.2,2.0
7073,2017,9360,1,28789,0,20,62.8,1.0
7079,2017,10750,1,6245,0,20,60.1,1.0
7073,2018,10700,1,14126,0,145,65.7,1.0
6967,2018,14320,1,11912,0,145,54.3,1.0
7073,2017,11740,0,20109,0,145,54.3,1.0
7073,2019,12430,1,6555,0,145,58.9,1.0
7079,2019,15320,1,9369,0,145,60.1,1.0
7079,2016,8760,1,38113,0,20,61.4,1.0
7073,2017,8020,1,44617,0,0,65.7,1.0
7073,2015,8560,1,14293,0,0,65.7,1.0
7079,2017,18520,1,17327,0,145,41.5,2.0
7079,2019,29350,1,1617,0,145,34.5,2.3
7079,2018,20370,1,13008,0,145,41.5,2.0
7079,2017,19910,1,17434,0,145,41.5,2.0
7073,2017,10920,1,19153,0,0,65.7,1.0
7073,2017,8400,1,24216,0,0,65.7,1.0
7079,2019,17480,1,3314,0,145,60.1,1.0
7073,2019,13140,1,2818,0,145,48.7,1.1
7079,2019,20380,1,6235,1,145,70.6,2.0
6967,2019,17990,1,2978,0,145,53.3,1.0
7079,2019,17491,2,9389,0,145,50.4,1.0
7079,2017,11560,1,17530,0,145,60.1,1.0
7073,2017,9300,1,10958,0,0,65.7,1.0
7079,2019,16230,2,16424,1,145,67.3,1.5
7073,2019,13120,1,5166,0,145,58.9,1.0
7073,2018,10699,1,30704,0,145,65.7,1.0
7073,2018,10699,1,28654,0,145,65.7,1.0
7585,2015,11999,1,52645,1,145,54.3,2.0
7073,2018,10699,1,32895,0,150,65.7,1.0
6967,2016,10300,1,19016,0,125,52.3,1.0
7079,2016,10300,1,14896,1,0,74.3,1.5
7073,2018,10495,1,17125,0,145,65.7,1.0
6967,2019,15700,1,1518,0,145,53.3,1.0
7073,2018,13500,1,3871,0,145,58.9,1.0
7073,2017,11470,1,15600,0,145,65.7,1.0
7073,2018,11931,1,11696,0,145,62.8,1.0
7073,2019,12790,1,10148,0,145,58.9,1.0
7073,2016,6495,1,47800,0,0,65.7,1.0
7079,2016,7730,1,55923,1,0,74.3,1.5
7073,2016,7691,1,49030,1,0,88.3,1.5
7073,2013,6340,1,21797,0,30,54.3,1.2
7073,2018,10300,1,17150,0,145,65.7,1.0
7073,2018,10300,1,21452,0,145,65.7,1.0
7073,2018,13800,0,2456,0,145,48.7,1.0
6967,2019,16800,2,3696,0,145,45.6,1.0
6967,2017,9900,1,17236,0,125,53.3,1.0
7079,2017,9700,1,42956,0,20,60.1,1.0
7585,2019,21200,2,7858,1,145,38.7,2.0
6967,2017,10960,0,16737,0,160,44.8,1.5
7079,2016,9160,1,31410,1,0,74.3,1.5
7073,2019,13140,1,4344,0,145,48.7,1.1
7079,2015,7000,1,54724,1,0,74.3,1.5
7073,2018,13790,2,9822,0,145,54.3,1.0
7073,2016,10690,2,13552,0,30,57.7,1.0
7073,2019,14550,1,10071,0,145,60.1,1.0
7073,2019,14080,1,11317,0,145,60.1,1.0
7073,2019,14930,1,10586,0,145,55.4,1.0
7079,2018,13160,1,21235,1,145,80.7,1.5
6967,2017,8250,1,43710,0,150,44.8,1.5
7585,2017,17995,1,13230,1,145,54.3,2.0
7079,2017,13595,1,50289,0,205,41.5,2.0
7585,2017,13711,1,21827,1,125,60.1,2.0
7073,2017,10995,0,13451,0,150,54.3,1.0
7585,2018,20295,2,2833,0,145,38.2,1.5
7585,2015,10790,1,33263,1,125,60.1,2.0
6967,2018,13550,1,11250,0,145,54.3,1.0
7585,2019,22490,0,10598,1,150,42.2,2.0
6967,2019,17990,0,10,0,150,44.1,1.0
7073,2018,11290,1,11000,0,150,60.1,1.0
7073,2019,15490,1,10100,0,150,55.4,1.0
7073,2018,10000,1,56100,0,150,62.8,1.0
7073,2018,10990,1,21000,0,150,65.7,1.0
7073,2019,12975,1,5500,0,150,58.9,1.0
7073,2018,9290,1,5755,0,150,64.2,1.1
7079,2019,16200,1,12981,0,150,49.6,1.0
7585,2018,16198,1,24869,1,145,64.2,1.5
7079,2017,18160,1,17583,0,145,41.5,2.0
7079,2016,10670,2,27977,0,125,51.4,1.0
7079,2016,9710,1,14661,0,20,61.4,1.0
7073,2017,10060,1,16282,0,0,65.7,1.0
7585,2018,16817,1,6360,0,145,39.2,1.5
7585,2018,20000,1,15822,1,145,54.3,2.0
7073,2018,10450,1,17038,0,145,65.7,1.0
7073,2018,12590,1,16313,0,145,58.9,1.0
7079,2019,19236,2,4896,1,145,54.3,1.5
7079,2019,16990,1,7546,0,145,47.9,1.0
7079,2019,19490,2,729,1,145,53.3,1.5
7079,2018,16990,1,19500,0,145,58.9,1.0
7585,2019,17990,1,11000,0,145,35.3,1.5
6967,2018,14390,0,13952,0,145,45.6,1.0
7079,2015,7650,1,51205,1,20,67.3,1.6
7073,2017,10490,1,9000,0,145,65.7,1.0
7073,2017,9280,1,28000,0,145,62.8,1.0
7585,2018,17950,1,19500,1,145,47.9,2.0
7073,2018,11490,1,13000,0,145,60.1,1.0
7079,2019,27580,1,7069,0,145,34.5,2.3
7073,2017,7991,1,21790,0,0,65.7,1.0
7073,2017,11211,1,10307,0,0,65.7,1.0
7079,2018,13510,2,13409,0,145,51.4,1.0
7585,2017,16110,1,29145,1,145,54.3,2.0
7073,2018,9891,1,31639,0,145,65.7,1.0
7073,2018,10290,1,29196,0,145,56.5,1.0
7079,2017,10770,1,22176,0,20,60.1,1.0
7073,2019,13210,1,11078,0,145,55.4,1.0
6967,2018,14560,1,1090,0,145,54.3,1.0
7585,2017,14130,1,14716,1,125,60.1,2.0
7585,2017,14440,0,57481,1,145,54.3,2.0
7585,2019,23760,1,7962,1,145,37.7,2.0
7585,2016,12740,1,36215,1,125,60.1,2.0
6967,2019,17990,0,1156,0,145,45.6,1.0
7079,2017,10887,1,16342,0,145,61.4,1.0
7073,2017,12192,1,21210,0,145,47.9,1.6
7079,2015,8995,1,38001,0,20,60.1,1.0
7073,2015,6499,1,37000,0,0,65.7,1.0
7073,2017,8199,1,36611,0,125,54.3,1.2
7079,2015,6399,1,84000,1,0,74.3,1.5
7079,2016,10499,0,19395,0,125,51.4,1.0
7079,2018,19979,0,6465,1,145,61.4,2.0
7079,2017,10979,1,35735,0,125,51.4,1.5
7585,2019,20479,1,4953,0,145,35.3,1.5
7073,2018,11479,1,12553,0,145,65.7,1.0
7585,2019,18479,1,10766,1,145,38.2,2.0
7585,2015,9979,1,36066,1,125,60.1,2.0
7073,2014,6812,1,25104,0,30,54.3,1.2
7073,2015,6125,1,55363,0,30,54.3,1.2
7585,2017,14730,1,31427,1,125,60.1,2.0
7073,2015,8795,2,21140,0,145,47.9,1.6
7073,2013,6350,1,40791,0,0,65.7,1.0
7585,2014,9750,1,48509,1,205,47.9,2.0
7079,2017,12295,1,14750,0,145,60.1,1.0
7585,2017,13995,1,34960,1,125,60.1,2.0
7073,2018,9995,1,6500,0,145,64.2,1.1
7073,2018,10999,1,8968,0,145,55.4,1.1
7079,2017,10689,1,26058,1,145,74.3,1.5
7079,2018,20991,1,6833,0,145,41.5,2.0
7073,2015,8920,1,23068,1,0,78.5,1.5
7073,2017,8830,1,40505,1,0,78.5,1.5
7073,2016,7010,1,47312,1,0,88.3,1.5
7079,2016,10495,1,15000,0,20,60.1,1.0
7079,2017,12995,1,10300,0,20,60.1,1.0
7079,2017,12995,1,10438,0,20,60.1,1.0
7073,2018,12495,1,17900,0,145,56.5,1.0
7073,2016,12295,0,19000,0,0,57.7,1.0
6967,2019,18995,0,490,0,145,44.1,1.0
7079,2013,6495,1,50500,0,30,56.5,1.0
7079,2019,15370,1,7912,0,145,60.1,1.0
7079,2019,16190,1,10737,1,145,74.3,1.5
7073,2019,13890,2,5452,0,145,48.7,1.0
7079,2019,14390,1,10889,0,145,58.9,1.0
7079,2019,17030,1,8439,0,145,51.4,1.5
7079,2019,14410,1,7100,0,145,60.1,1.0
7585,2019,19610,1,9863,1,145,47.9,2.0
7073,2017,10991,1,16022,0,145,65.7,1.0
7585,2017,13210,1,33412,1,145,64.2,1.5
7585,2018,16479,1,16349,0,145,45.6,1.5
7073,2018,10979,1,12760,0,145,65.7,1.0
7073,2017,9479,1,32095,0,145,65.7,1.0
7079,2018,16479,1,2596,0,145,60.1,1.0
7079,2018,28975,1,14171,0,145,36.7,2.3
7079,2019,16970,1,5802,0,145,60.1,1.0
7079,2018,16479,1,18332,1,145,74.3,1.5
7073,2018,9679,1,14044,0,150,64.2,1.1
7073,2017,9479,1,43786,0,0,65.7,1.0
7073,2018,9979,1,58373,0,145,65.7,1.0
7073,2014,5979,1,70071,0,0,65.7,1.0
7073,2018,12479,0,18559,0,145,48.7,1.0
7073,2016,10940,2,14260,0,0,57.7,1.0
7079,2013,6480,1,31101,1,20,67.3,1.6
7073,2019,14441,0,7220,0,145,48.7,1.0
7073,2018,10510,1,12070,0,145,65.7,1.0
7073,2016,9320,1,21186,0,20,62.8,1.0
7079,2017,17387,1,22342,0,145,41.5,2.0
7073,2017,10490,2,14254,0,0,57.7,1.0
7079,2018,12970,1,7994,0,145,57.7,1.0
7585,2017,16979,0,16411,1,145,54.3,2.0
7073,2018,10179,1,15950,0,145,65.7,1.0
7073,2017,9179,1,38807,0,145,65.7,1.0
7073,2019,16479,1,11288,1,145,58.9,1.5
7073,2018,10979,1,16430,0,145,65.7,1.0
7073,2018,11000,1,16301,0,145,56.5,1.0
7073,2018,11000,1,22845,0,145,56.5,1.0
7073,2018,10590,1,33770,0,145,56.5,1.0
7585,2017,17368,0,26861,1,145,54.3,2.0
7079,2017,11479,1,52639,1,145,74.3,1.5
7073,2014,6679,1,47368,0,0,65.7,1.0
7073,2013,5989,1,60143,0,0,65.7,1.0
7073,2016,9989,0,15590,0,0,57.7,1.0
7079,2015,6645,1,72000,1,0,74.3,1.5
6967,2016,8795,1,40600,0,125,53.3,1.0
7079,2014,7499,0,47329,0,160,44.8,1.6
7079,2016,12799,1,48537,1,20,67.3,2.0
7585,2019,18479,1,15937,0,145,35.3,1.5
7073,2016,9679,1,23608,0,20,62.8,1.0
7079,2018,13979,1,16808,0,145,57.7,1.0
7073,2017,10050,1,14773,0,0,65.7,1.0
7073,2017,9930,1,21387,0,145,65.7,1.0
7073,2017,9150,1,32023,0,145,65.7,1.0
7079,2019,16030,1,9145,1,145,74.3,1.5
7585,2018,17160,1,10267,0,145,39.2,1.5
7073,2016,8211,1,36332,0,0,65.7,1.0
7079,2017,18300,1,13813,0,145,41.5,2.0
6967,2019,16479,1,4470,1,145,58.9,1.5
6967,2017,11679,1,12278,0,125,52.3,1.0
6967,2018,14179,0,23807,0,145,48.7,1.0
6967,2019,16995,1,3500,0,145,53.3,1.0
7079,2019,19995,2,6000,1,145,64.2,2.0
7073,2016,9995,1,30468,0,0,65.7,1.0
7079,2017,10495,1,27820,0,20,61.4,1.0
7073,2018,11495,1,12700,0,150,56.5,1.0
7073,2017,10491,1,8679,0,145,65.7,1.0
7585,2017,16000,2,21467,0,145,38.2,1.5
7073,2017,10500,1,10147,0,150,62.8,1.0
7073,2018,13300,1,5687,0,150,62.8,1.0
7073,2018,12500,1,4583,0,150,65.7,1.0
7073,2016,8000,1,18455,0,125,54.3,1.2
7073,2019,14000,1,10114,0,145,58.9,1.0
7073,2017,9279,1,14576,0,145,65.7,1.0
7073,2018,11679,1,16906,0,145,65.7,1.0
7073,2018,17479,1,15121,0,145,40.3,1.5
7073,2018,9750,1,9768,0,145,64.2,1.1
7073,2018,10679,1,21085,0,145,65.7,1.0
7073,2018,9679,1,10125,0,145,65.7,1.0
7073,2019,15479,0,3280,0,145,48.7,1.0
7073,2018,13970,1,9141,0,145,62.8,1.0
7079,2018,18277,1,18646,1,145,67.3,2.0
7073,2018,10490,1,14133,0,145,65.7,1.0
7585,2019,19470,1,13522,1,145,47.9,2.0
7079,2019,15520,1,6754,0,145,60.1,1.0
7079,2019,15540,1,11881,0,145,60.1,1.0
7073,2018,11500,1,17250,0,150,65.7,1.0
7073,2018,13000,1,11887,0,145,58.9,1.0
7073,2019,18000,1,4895,0,145,40.3,1.5
7073,2017,9800,1,6555,0,145,64.2,1.1
7073,2018,12000,1,10097,0,145,65.7,1.0
7073,2017,10000,1,16956,0,150,65.7,1.0
6967,2018,13000,1,29357,0,150,54.3,1.0
7079,2017,10800,1,40988,1,145,74.3,1.5
6967,2018,16500,0,3214,0,150,45.6,1.0
7073,2018,10980,1,11083,0,145,65.7,1.0
7073,2019,16500,1,4578,0,145,58.9,1.0
7073,2019,14995,2,8342,0,145,48.7,1.0
6967,2019,16495,1,3031,0,145,53.3,1.0
7073,2018,11495,1,19709,0,145,65.7,1.0
7073,2017,12979,1,12518,0,145,47.9,1.6
7079,2016,16479,1,24547,0,200,41.5,2.0
7073,2013,7495,1,8603,0,30,54.3,1.2
7073,2018,10495,1,10964,0,145,65.7,1.0
7079,2017,10595,1,27500,0,150,61.4,1.0
7079,2017,11995,1,11500,0,20,61.4,1.0
7585,2017,14795,1,6688,0,145,45.6,1.5
7079,2016,10795,1,15047,0,20,60.1,1.0
6967,2016,11595,2,18147,0,160,44.8,1.5
7079,2019,14995,1,843,0,145,60.1,1.0
7585,2019,19995,1,2100,0,145,39.2,1.5
7585,2019,19000,1,19874,1,145,60.1,2.0
7585,2017,12000,1,45267,1,145,54.3,2.0
7073,2018,9500,1,14562,0,145,55.4,1.1
7073,2018,12000,0,13378,0,145,54.3,1.0
6967,2019,17500,2,1001,0,145,45.6,1.0
7073,2017,9300,1,9918,0,0,65.7,1.0
7073,2018,12000,1,9553,0,145,65.7,1.0
7073,2018,10500,1,13427,0,145,65.7,1.0
7079,2017,11900,0,18396,0,125,51.4,1.0
7073,2018,12000,1,7526,0,145,65.7,1.0
7073,2018,13100,1,3874,0,145,65.7,1.0
7073,2016,8000,1,23944,0,125,54.3,1.2
7585,2018,16595,2,11421,0,145,38.2,1.5
7073,2019,14000,1,11213,0,145,58.9,1.0
7073,2018,10500,1,10995,0,145,65.7,1.0
7079,2017,17979,1,22239,0,145,41.5,2.0
7585,2017,14679,1,29210,0,160,45.6,1.5
7585,2013,9479,1,35537,1,145,53.3,2.0
7079,2017,10479,1,33446,1,145,74.3,1.5
7585,2018,13990,1,44000,1,145,54.3,2.0
7079,2018,13000,1,16853,1,145,74.3,1.5
7073,2017,8990,1,14461,0,125,54.3,1.2
7585,2017,12990,1,47235,1,150,60.1,2.0
7585,2016,14795,1,6003,1,125,60.1,2.0
6967,2019,17495,1,499,0,145,51.4,1.0
6967,2017,10495,1,16457,0,125,52.3,1.0
6967,2017,9495,1,48899,0,125,52.3,1.0
7073,2018,10495,1,7642,0,145,65.7,1.0
7079,2017,14495,1,9814,0,145,51.4,1.5
7079,2017,10795,1,20418,0,145,60.1,1.0
7079,2019,15990,1,8000,0,150,60.1,1.0
6967,2018,13250,1,16581,0,150,54.3,1.0
6967,2018,14750,1,5823,0,150,53.3,1.0
7073,2019,21750,1,3417,0,145,40.3,1.5
7585,2019,24990,1,3533,0,145,35.3,1.5
7073,2013,5999,1,72551,0,0,65.7,1.0
7585,2018,16999,2,37933,1,145,54.3,2.0
7073,2017,10499,1,12295,0,0,65.7,1.0
7073,2016,9699,1,15323,0,0,65.7,1.0
7073,2015,10990,1,30000,0,145,47.9,1.6
7073,2018,13995,1,7000,0,145,58.9,1.0
7079,2019,15995,1,12200,0,145,60.1,1.0
7079,2018,15690,1,10500,0,145,60.1,1.0
7079,2019,17990,2,9800,0,145,41.5,1.0
7073,2016,8495,1,29490,0,0,65.7,1.0
7073,2016,9500,1,18735,0,20,62.8,1.0
7073,2017,9950,1,21996,0,150,65.7,1.0
7079,2017,16950,1,26140,0,145,41.5,2.0
7079,2017,12000,1,16790,1,145,74.3,1.5
7585,2018,18995,2,16000,0,145,38.2,1.5
6967,2016,8495,1,40000,1,30,64.2,1.5
7079,2018,12500,1,22494,0,150,60.1,1.0
7073,2018,9990,1,15018,0,150,64.2,1.1
7079,2019,15990,1,8933,0,150,60.1,1.0
7585,2018,20000,1,12787,1,150,47.9,2.0
7073,2018,11000,1,7724,0,145,65.7,1.0
7079,2017,10990,1,21647,0,145,60.1,1.0
7079,2019,19320,2,15052,1,150,64.2,2.0
7073,2017,8200,1,10396,0,145,54.3,1.2
7073,2018,11990,1,6074,0,145,65.7,1.0
7073,2018,14495,2,3000,0,145,54.3,1.0
7079,2019,26490,1,4000,0,145,34.5,2.3
7585,2018,16495,1,8000,0,145,45.6,1.5
7079,2018,19490,1,3000,0,145,51.4,1.5
7079,2018,18995,2,7000,1,145,74.3,1.5
7079,2018,16195,2,440,0,145,50.4,1.0
7079,2019,15995,1,12200,0,145,58.9,1.0
7079,2018,14699,1,15937,1,145,80.7,1.5
7079,2016,14499,1,40953,1,20,67.3,2.0
7073,2018,9999,1,30472,1,145,85.6,1.5
7079,2017,11699,1,11526,0,20,60.1,1.0
7073,2015,5699,1,50577,0,125,54.3,1.2
7073,2015,7499,1,30136,0,30,54.3,1.2
7073,2017,9999,1,23819,0,0,65.7,1.0
7079,2018,12199,1,5304,0,145,60.1,1.0
7073,2016,9775,1,34296,0,0,65.7,1.0
7079,2017,10999,0,31033,0,145,51.4,1.0
7073,2016,7999,1,21875,0,125,54.3,1.2
7585,2018,17499,1,5669,1,145,54.3,1.5
7079,2019,15750,1,14195,0,145,58.9,1.0
7585,2019,18620,1,11963,0,145,35.3,1.5
7585,2019,19420,1,4842,0,145,35.3,1.5
7585,2018,17775,0,14840,1,145,58.9,1.5
7079,2017,12620,0,23829,0,125,51.4,1.0
7073,2017,7750,1,48616,1,0,78.5,1.5
7073,2017,9995,1,2146,0,125,54.3,1.2
7585,2019,20299,1,4629,0,145,35.3,1.5
7585,2019,19999,0,13006,1,145,37.7,2.0
7073,2017,9799,1,14794,0,0,65.7,1.0
7073,2017,9999,1,14303,0,145,64.2,1.1
7585,2018,15499,1,15094,1,145,54.3,1.5
7585,2017,14999,1,28000,1,145,64.2,1.5
7073,2018,10699,1,12219,0,145,65.7,1.0
7079,2019,28495,1,4000,0,145,34.5,2.3
7073,2018,14995,1,9000,0,145,58.9,1.0
6967,2018,13995,2,6000,0,145,48.7,1.0
7585,2017,20490,2,9000,1,145,54.3,2.0
7073,2018,11995,1,10000,0,145,58.9,1.0
7585,2017,20490,2,17000,1,145,54.3,2.0
7073,2019,16495,1,2000,0,145,58.9,1.0
6967,2018,14995,1,2000,0,145,54.3,1.0
7079,2019,14995,1,1200,0,145,58.9,1.0
7079,2019,15995,2,14000,0,145,51.4,1.0
7079,2019,14995,1,15000,0,145,58.9,1.0
7079,2018,15995,1,6000,1,145,80.7,1.5
7079,2019,15495,1,8500,0,145,58.9,1.0
7079,2019,14995,2,11000,0,145,50.4,1.0
7079,2019,18490,2,1890,0,145,40.9,1.5
7585,2018,17495,1,12000,1,145,54.3,1.5
7073,2017,9499,1,14607,0,145,65.7,1.0
7585,2017,15999,1,19660,1,145,60.1,2.0
7079,2018,15999,1,3796,1,145,80.7,1.5
7079,2016,8999,1,46101,1,0,74.3,1.5
7073,2017,10499,1,17221,0,20,62.8,1.0
7585,2018,16999,1,10435,1,145,54.3,1.5
7585,2018,15999,1,21688,1,145,54.3,1.5
7073,2017,8494,1,39078,0,145,65.7,1.0
7073,2015,7980,1,18534,0,125,54.3,1.2
7079,2019,18499,1,8000,0,145,60.1,1.0
7079,2015,8499,1,50502,1,0,74.3,1.5
7079,2016,14699,1,42524,0,200,41.5,2.0
6967,2015,8499,1,35000,0,125,52.3,1.0
7079,2017,11999,1,9844,0,145,60.1,1.0
7585,2019,18499,1,10234,1,145,38.2,2.0
7079,2015,9499,1,25000,0,20,60.1,1.0
7073,2018,10999,1,35880,0,145,62.8,1.0
7585,2018,19999,2,13859,0,145,38.2,1.5
6967,2018,15999,0,8660,0,145,45.6,1.0
6967,2017,7999,1,49391,0,145,53.3,1.0
7073,2018,11899,1,16412,0,145,65.7,1.0
7585,2019,19499,1,15956,1,145,47.9,2.0
7079,2019,16199,1,6321,0,145,60.1,1.0
6967,2018,14199,1,20112,0,145,54.3,1.0
7073,2018,8799,1,10911,0,145,64.2,1.1
7073,2018,9599,1,20203,0,145,65.7,1.0
6967,2018,13999,1,10579,0,145,54.3,1.0
7585,2018,16199,1,14365,1,145,64.2,1.5
7073,2019,18299,1,2944,0,145,40.3,1.5
7079,2019,18699,1,603,0,145,47.9,1.0
7073,2019,15299,1,5303,0,145,58.9,1.0
6967,2019,13399,1,9168,1,145,67.3,1.5
7073,2018,10999,1,12438,1,145,88.3,1.5
7073,2017,9699,1,10516,0,0,65.7,1.0
7073,2017,10999,1,14748,0,145,65.7,1.0
7073,2018,13599,1,6792,0,145,65.7,1.0
7585,2018,16999,1,8000,1,145,60.1,2.0
7585,2019,20499,1,6997,0,145,35.3,1.5
